,Player,Actual_Salary,Adjusted_Salary,Year
73,Clint Capela,15793104,16053450,2018
74,Dennis Schroeder,15500000,15755515,2018
75,DeMarre Carroll,15400000,15653866,2018
76,Gorgui Dieng,15170787,15420875,2018
77,Eric Bledsoe,15000000,15247272,2018
78,Trevor Ariza,15000000,15247272,2018
79,Tobias Harris,14800000,15043975,2018
80,Ricky Rubio,14800000,15043975,2018
81,JR Smith,14720000,14962656,2018
82,Brandon Knight,14631250,14872443,2018
83,James Johnson,14420700,14658423,2018
84,Robin Lopez,14357750,14594435,2018
85,Kenneth Faried,14242782,14477571,2018
86,Marvin Williams,14087500,14319730,2018
87,Taj Gibson,14000000,14230787,2018
88,Thaddeus Young,13764045,13990943,2018
89,Tyson Chandler,13585000,13808945,2018
90,Marcin Gortat,13565218,13788838,2018
91,Kelly Olynyk,13537527,13760691,2018
92,Cody Zeller,13528090,13751098,2018
93,Eric Gordon,13500375,13722926,2018
94,Austin Rivers,13155324,13372187,2018
95,Michael Kidd-Gilchrist,13000000,13214303,2018
96,Khris Middleton,13000000,13214303,2018
97,Mason Plumlee,12917808,13130756,2018
98,Wilson Chandler,12800562,13011577,2018
99,Solomon Hill,12763467,12973870,2018
100,Nikola Vucevic,12750000,12960181,2018
101,Dion Waiters,12705000,12914439,2018
102,Joe Ingles,12545455,12752264,2018
103,Jeremy Lin,12516746,12723081,2018
104,Jordan Clarkson,12500000,12706060,2018
105,Nikola Mirotic,12500000,12706060,2018
106,Miles Plumlee,12400000,12604412,2018
107,Tyreke Evans,12400000,12604412,2018
108,Courtney Lee,12253780,12455781,2018
109,JJ Redick,12250000,12451939,2018
110,Kemba Walker,12000000,12197818,2018
111,Kentavious Caldwell-Pope,12000000,12197818,2018
112,Avery Bradley,12000000,12197818,2018
113,Will Barton,11830358,12025379,2018
114,TJ Warren,11750000,11943696,2018
115,Zach Randolph,11692308,11885053,2018
116,Patrick Mills,11571429,11762182,2018
117,Alec Burks,11536515,11726692,2018
118,Omer Asik,11286516,11472572,2018
119,Marcus Smart,11160716,11344698,2018
120,Jusuf Nurkic,11111111,11294275,2018
121,Iman Shumpert,11011234,11192752,2018
122,Moe Harkless,10837079,11015726,2018
123,Tony Snell,10607143,10782000,2018
124,Dante Exum,10600000,10774739,2018
125,Meyers Leonard,10595506,10770171,2018
126,John Henson,10577466,10751833,2018
127,Bojan Bogdanovic,10500000,10673090,2018
128,Mirza Teletovic,10500000,10673090,2018
129,Terrence Ross,10500000,10673090,2018
130,Robert Covington,10464092,10636590,2018
131,Rudy Gay,10087200,10253485,2018
132,Jon Leuer,10002681,10167573,2018
133,Darren Collison,10000000,10164848,2018
134,Andre Roberson,10000000,10164848,2018
135,Danny Green,10000000,10164848,2018
136,Dwight Powell,9631250,9790019,2018
137,Matthew Dellavedova,9607500,9765878,2018
138,Jared Dudley,9530000,9687100,2018
139,Boban Marjanovic,9490740,9647193,2018
140,Josh Richardson,9367200,9521616,2018
141,Norman Powell,9367200,9521616,2018
142,Markieff Morris,9173294,9324513,2018
143,Rajon Rondo,9000000,9148363,2018
144,Bogdan Bogdanovic,9000000,9148363,2018
145,E'Twaun Moore,8808685,8953894,2018
146,Kosta Koufos,8739500,8883569,2018
147,Fred VanVleet,8653847,8796504,2018
148,Wayne Ellington,8653076,8795719,2018
149,Kyle Anderson,8641000,8783445,2018
150,Julius Randle,8641000,8783445,2018
151,Jerryd Bayless,8575916,8717288,2018
152,Cristiano Felicio,8470980,8610622,2018
153,Markelle Fultz,8339880,8477361,2018
154,Joe Harris,8333333,8470706,2018
155,CJ Miles,8333333,8470706,2018
156,Jerami Grant,8333333,8470706,2018
157,Shaun Livingston,8307692,8444643,2018
158,Deandre Ayton,8175840,8310617,2018
159,JaMychal Green,8066667,8199644,2018
160,Louis Williams,8000000,8131878,2018
161,Garrett Temple,8000000,8131878,2018
162,PJ Tucker,7959537,8090748,2018
163,Cory Joseph,7945000,8075972,2018
164,Karl-Anthony Towns,7839435,7968666,2018
165,Kyle Korver,7560000,7684625,2018
166,Darrell Arthur,7464912,7587969,2018
167,Lonzo Ball,7461960,7584969,2018
168,Doug McDermott,7333334,7454222,2018
169,Marvin Bagley,7314960,7435545,2018
170,Jae Crowder,7305825,7426260,2018
171,DJ Augustin,7250000,7369515,2018
172,Lance Thomas,7119650,7237016,2018
173,D'Angelo Russell,7019698,7135416,2018
174,Jeremy Lamb,7000000,7115393,2018
175,Langston Galloway,7000000,7115393,2018
176,Ersan Ilyasova,7000000,7115393,2018
177,Davis Bertans,7000000,7115393,2018
178,Al-Farouq Aminu,6957105,7071791,2018
179,Jayson Tatum,6700800,6811261,2018
180,Luka Doncic,6569040,6677329,2018
181,Mario Hezonja,6500000,6607151,2018
182,Nemanja Bjelica,6500000,6607151,2018
183,Ben Simmons,6434520,6540592,2018
184,Dewayne Dedmon,6300000,6403854,2018
185,Milos Teodosic,6300000,6403854,2018
186,Marco Belinelli,6153846,6255291,2018
187,Wesley Johnson,6134000,6235118,2018
188,Josh Jackson,6041520,6141113,2018
189,Ishmael Smith,6000000,6098909,2018
190,Montrezl Harrell,6000000,6098909,2018
191,Jonathon Simmons,6000000,6098909,2018
192,Jaren Jackson,5922720,6020355,2018
193,Brandon Ingram,5757120,5852025,2018
194,Anthony Tolliver,5750000,5844787,2018
195,Kristaps Porzingis,5697054,5790969,2018
196,Deron Williams,5474787,5565038,2018
197,De'Aaron Fox,5470920,5561107,2018
198,Ben McLemore,5460000,5550007,2018
199,Patrick Patterson,5451600,5541468,2018
200,Jason Smith,5450000,5539842,2018
201,Marcus Morris,5375000,5463606,2018
202,Trae Young,5363280,5451692,2018
203,DeMarcus Cousins,5337000,5424979,2018
204,Josh Smith,5331729,5419621,2018
205,Alexis Ajinca,5285394,5372522,2018
206,Thabo Sefolosha,5250000,5336545,2018
207,Aron Baynes,5193600,5279215,2018
208,Jaylen Brown,5169960,5255185,2018
209,Patrick Beverley,5027028,5109897,2018
210,Tony Parker,5000000,5082424,2018
211,Dirk Nowitzki,5000000,5082424,2018
212,Mike Muscala,5000000,5082424,2018
213,Jonathan Isaac,4969080,5050994,2018
214,Mo Bamba,4871280,4951582,2018
215,Jamal Crawford,4698113,4775559,2018
216,Ron Baker,4697823,4775265,2018
217,Willie Cauley-Stein,4696874,4774301,2018
218,Dragan Bender,4661280,4738120,2018
219,Lauri Markkanen,4536120,4610897,2018
220,Justin Holiday,4500000,4574181,2018
221,Ed Davis,4449000,4522341,2018
222,Kyle O'Quinn,4449000,4522341,2018
223,Lance Stephenson,4449000,4522341,2018
224,Wendell Carter,4446840,4520145,2018
225,Alex Len,4350000,4421709,2018
226,Luc Mbah a Moute,4320500,4391722,2018
227,Mike Scott,4320500,4391722,2018
228,Emmanuel Mudiay,4294479,4365272,2018
229,Kris Dunn,4221000,4290582,2018
230,Frank Ntilikina,4155720,4224226,2018
231,Glenn Robinson III,4075000,4142175,2018
232,Collin Sexton,4073760,4140915,2018
233,Al Jefferson,4000000,4065939,2018
234,Stanley Johnson,3940401,4005357,2018
235,Buddy Hield,3833760,3896958,2018
236,Dennis Smith,3819960,3882931,2018
237,Jodie Meeks,3774176,3836391,2018
238,Kevin Knox,3744840,3806573,2018
239,Jose Juan Barea,3710850,3772022,2018
240,Alex Abrines,3667645,3728105,2018
241,Nenê,3651480,3711674,2018
242,Zach Collins,3628920,3688742,2018
243,Frank Kaminsky,3627842,3687646,2018
244,Mikal Bridges,3557400,3616043,2018
245,Michael Beasley,3500000,3557696,2018
246,Jamal Murray,3499800,3557493,2018
247,Rodney Hood,3472887,3530137,2018
248,Justise Winslow,3448926,3505781,2018
249,Malik Monk,3447480,3504311,2018
250,Cameron Payne,3440356,3497068,2018
251,Brook Lopez,3382000,3437751,2018
252,Allonzo Trier,3382000,3437751,2018
253,Shai Gilgeous-Alexander,3375360,3431002,2018
254,Trey Lyles,3364249,3419708,2018
255,Ekpe Udoh,3360000,3415389,2018
256,Devin Booker,3314365,3369001,2018
257,Myles Turner,3294994,3349311,2018
258,Luke Kennard,3275280,3329272,2018
259,Troy Daniels,3258539,3312255,2018
260,Kelly Oubre,3208630,3261523,2018
261,Miles Bridges,3206640,3259500,2018
262,Marquese Chriss,3206160,3259013,2018
263,Tomas Satoransky,3129187,3180771,2018
264,Bryn Forbes,3125000,3176515,2018
265,Donovan Mitchell,3111480,3162772,2018
266,Terry Rozier,3050389,3100674,2018
267,Jerome Robinson,3050160,3100441,2018
268,Elfrid Payton,3000000,3049454,2018
269,Yogi Ferrell,3000000,3049454,2018
270,Bam Adebayo,2955840,3004566,2018
271,Jakob Poeltl,2947320,2995906,2018
272,Michael Porter,2894160,2941869,2018
273,Andrew Nicholson,2844429,2891318,2018
274,Justin Jackson,2807880,2854167,2018
275,Thon Maker,2799720,2845872,2018
276,Seth Curry,2795000,2841075,2018
277,Cedi Osman,2775000,2820745,2018
278,Sam Dekker,2760094,2805593,2018
279,Troy Brown,2752680,2798057,2018
280,Guerschon Yabusele,2667600,2711574,2018
281,Justin Patton,2667600,2711574,2018
282,Domantas Sabonis,2659800,2703646,2018
283,Jerian Grant,2639313,2682821,2018
284,Zhaire Smith,2615160,2658270,2018
285,Corey Brewer,2559925,2602124,2018
286,Delon Wright,2536898,2578718,2018
287,DJ Wilson,2534280,2576057,2018
288,Taurean Prince,2526840,2568494,2018
289,Dario Saric,2526840,2568494,2018
290,Justin Anderson,2516047,2557523,2018
291,Shelvin Mack,2512601,2554019,2018
292,Reggie Bullock,2500000,2541212,2018
293,Manu Ginobili,2500000,2541212,2018
294,Bobby Portis,2494346,2535464,2018
295,Dante Cunningham,2487000,2527997,2018
296,Donte DiVincenzo,2484360,2525314,2018
297,Rondae Hollis-Jefferson,2470356,2511079,2018
298,Tyus Jones,2444052,2484341,2018
299,Jarell Martin,2416221,2456052,2018
300,Greg Monroe,2410167,2449896,2018
301,TJ Leaf,2407560,2447248,2018
302,Georgios Papagiannis,2400480,2440051,2018
303,Vince Carter,2393887,2433349,2018
304,Carmelo Anthony,2393887,2433349,2018
305,Channing Frye,2393887,2433349,2018
306,Devin Harris,2393887,2433349,2018
307,Jose Calderon,2393887,2433349,2018
308,Zaza Pachulia,2393887,2433349,2018
309,JaVale McGee,2393887,2433349,2018
310,Udonis Haslem,2393887,2433349,2018
311,Dwyane Wade,2393887,2433349,2018
312,Raymond Felton,2393887,2433349,2018
313,Amir Johnson,2393887,2433349,2018
314,Jeff Green,2393887,2433349,2018
315,Lonnie Walker,2360160,2399066,2018
316,John Collins,2299080,2336979,2018
317,Denzel Valentine,2280600,2318195,2018
318,Larry Nance Jr,2272390,2309850,2018
319,Kevin Huerter,2250960,2288066,2018
320,Monta Ellis,2245400,2282415,2018
321,Harry Giles,2207040,2243422,2018
322,Darius Miller,2205000,2241349,2018
323,Henry Ellenson,2199311,2235566,2018
324,Omri Casspi,2176260,2212135,2018
325,Derrick Rose,2176260,2212135,2018
326,Juan Hernangomez,2166360,2202072,2018
327,Jonas Jerebko,2165481,2201178,2018
328,Quincy Pondexter,2165481,2201178,2018
329,Josh Okogie,2163600,2199266,2018
330,Nik Stauskas,2161886,2197523,2018
331,Terrance Ferguson,2118840,2153768,2018
332,Raul Neto,2100000,2134618,2018
333,Salah Mejri,2098196,2132784,2018
334,Grayson Allen,2076960,2111198,2018
335,Jarrett Allen,2034120,2067652,2018
336,Isaiah Thomas,2029463,2062918,2018
337,Spencer Hawes,2007058,2040144,2018
338,Torrey Craig,2000000,2032969,2018
339,Cole Aldrich,2000000,2032969,2018
340,Chandler Hutchison,1991520,2024349,2018
341,Ante Zizic,1952760,1984950,2018
342,OG Anunoby,1952760,1984950,2018
343,Shabazz Napier,1942422,1974442,2018
344,Aaron Holiday,1914480,1946039,2018
345,Timothe Luwawu,1880268,1911263,2018
346,Tyler Lydon,1874640,1905543,2018
347,Anfernee Simons,1837800,1868095,2018
348,Tim Frazier,1832107,1862308,2018
349,Trey Burke,1795015,1824605,2018
350,Malik Beasley,1773840,1803081,2018
351,Moritz Wagner,1764240,1793323,2018
352,Ian Clark,1757429,1786399,2018
353,Nerlens Noel,1757429,1786399,2018
354,Deyonta Davis,1741503,1770211,2018
355,Furkan Korkmaz,1740000,1768683,2018
356,Caleb Swanigan,1740000,1768683,2018
357,Landry Shamet,1705920,1734041,2018
358,Caris LeVert,1702800,1730870,2018
359,Rodions Kurucs,1690000,1717859,2018
360,Jonah Bolden,1690000,1717859,2018
361,Kyle Kuzma,1689840,1717696,2018
362,Tony Bradley,1679520,1707206,2018
363,Derrick White,1667160,1694642,2018
364,Kyle Singler,1665333,1692785,2018
365,Robert Williams,1656600,1683908,2018
366,Spencer Dinwiddie,1656092,1683392,2018
367,MarShon Brooks,1656092,1683392,2018
368,Josh Hart,1655160,1682445,2018
369,Jacob Evans,1646400,1673540,2018
370,Pat Connaughton,1641000,1668051,2018
371,DeAndre Bembry,1634640,1661586,2018
372,Dzanan Musa,1634400,1661342,2018
373,Omari Spellman,1622520,1649266,2018
374,Noah Vonleh,1621415,1648143,2018
375,James Ennis,1621415,1648143,2018
376,Luke Kornet,1619260,1645953,2018
377,TJ McConnell,1600520,1626904,2018
378,Richaun Holmes,1600520,1626904,2018
379,Malachi Richardson,1569360,1595230,2018
380,Kevon Looney,1567007,1592838,2018
381,Jahlil Okafor,1567007,1592838,2018
382,Wayne Selden,1544951,1570419,2018
383,Dorian Finney-Smith,1544951,1570419,2018
384,Damian Jones,1544951,1570419,2018
385,Quinn Cook,1544951,1570419,2018
386,Wade Baldwin,1544951,1570419,2018
387,Ivica Zubac,1544951,1570419,2018
388,Rodney McGruder,1544951,1570419,2018
389,Malcolm Brogdon,1544951,1570419,2018
390,Cheick Diallo,1544951,1570419,2018
391,Jake Layman,1544951,1570419,2018
392,Skal Labissiere,1544951,1570419,2018
393,Dejounte Murray,1544951,1570419,2018
394,Pascal Siakam,1544951,1570419,2018
395,Treveon Graham,1512601,1537535,2018
396,David Nwaba,1512601,1537535,2018
397,Gerald Green,1512601,1537535,2018
398,Derrick Jones,1512601,1537535,2018
399,Christian Wood,1512601,1537535,2018
400,Georges Niang,1512601,1537535,2018
401,Willy Hernangomez,1496500,1521169,2018
402,Sviatoslav Mykhailiuk,1487694,1512218,2018
403,Mitchell Robinson,1485440,1509927,2018
404,Michael Carter-Williams,1468082,1492281,2018
405,Jawun Evans,1455492,1479485,2018
406,Semi Ojeleye,1378242,1400962,2018
407,Daniel Theis,1378242,1400962,2018
408,Dwayne Bacon,1378242,1400962,2018
409,Maxi Kleber,1378242,1400962,2018
410,Jordan Bell,1378242,1400962,2018
411,Zhou Qi,1378242,1400962,2018
412,Sindarius Thornwell,1378242,1400962,2018
413,Rade Zagorac,1378242,1400962,2018
414,Dillon Brooks,1378242,1400962,2018
415,Ivan Rabb,1378242,1400962,2018
416,Dakari Johnson,1378242,1400962,2018
417,Tyler Dorsey,1378242,1400962,2018
418,Sterling Brown,1378242,1400962,2018
419,Frank Jackson,1378242,1400962,2018
420,Damyean Dotson,1378242,1400962,2018
421,Abdel Nader,1378242,1400962,2018
422,Wesley Iwundu,1378242,1400962,2018
423,Khem Birch,1378242,1400962,2018
424,Frank Mason,1378242,1400962,2018
425,Royce O'Neale,1378242,1400962,2018
426,Thomas Bryant,1378242,1400962,2018
427,Daniel Hamilton,1349383,1371627,2018
428,Jabari Bird,1349383,1371627,2018
429,Antonio Blakeney,1349383,1371627,2018
430,Ryan Arcidiacono,1349383,1371627,2018
431,Monte Morris,1349383,1371627,2018
432,Alfonzo McKinnie,1349383,1371627,2018
433,Ike Anigbogu,1349383,1371627,2018
434,Tyrone Wallace,1349383,1371627,2018
435,Shaquille Harrison,1325531,1347381,2018
436,Elie Okobo,1238464,1258879,2018
437,Jalen Brunson,1230000,1250276,2018
438,Melvin Frazier,1050000,1067309,2018
439,Raymond Spalding,1023210,1040076,2018
440,Isaac Bonga,1000000,1016484,2018
441,Justin Hamilton,1000000,1016484,2018
442,Devonte Graham,988464,1004758,2018
443,Chasson Randle,975824,991910,2018
444,Patrick McCaw,964104,979996,2018
445,De'Anthony Melton,949000,964644,2018
446,Jason Thompson,893333,908059,2018
447,Brad Wanamaker,838464,852285,2018
448,Ryan Broekhoff,838464,852285,2018
449,Jarred Vanderbilt,838464,852285,2018
450,Bruce Brown,838464,852285,2018
451,Khyri Thomas,838464,852285,2018
452,Isaiah Hartenstein,838464,852285,2018
453,Alize Johnson,838464,852285,2018
454,Jevon Carter,838464,852285,2018
455,Keita Bates-Diop,838464,852285,2018
456,Kenrich Williams,838464,852285,2018
457,Hamidou Diallo,838464,852285,2018
458,Isaiah Briscoe,838464,852285,2018
459,Gary Trent Jr,838464,852285,2018
460,Chimezie Metu,838464,852285,2018
461,Lorenzo Brown,800000,813187,2018
462,Davon Reed,752250,764650,2018
463,Isaiah Canaan,744671,756945,2018
464,Isaiah Whitehead,726390,738364,2018
465,Bruno Caboclo,705361,716988,2018
466,Gary Clark,674122,685234,2018
467,James Nunnally,663255,674187,2018
468,Kalin Lucas,648008,658690,2018
469,John Jenkins,585809,595465,2018
470,Deonte Burton,500000,508242,2018
471,Andrew Bogut,486892,494918,2018
472,Chris Boucher,457418,464958,2018
473,Malcolm Miller,457418,464958,2018
474,Edmond Sumner,449794,457208,2018
475,Yante Maten,385000,391346,2018
476,Andrew Harrison,354500,360342,2018
477,Eric Moreland,309859,314966,2018
478,Nick Young,284020,288702,2018
479,Danuel House,247827,251912,2018
480,Okaro White,247827,251912,2018
481,Jaylen Adams,236854,240758,2018
482,Ben Moore,222099,225759,2018
483,Tyler Zeller,213948,217474,2018
484,Quincy Acy,213948,217474,2018
485,Terrence Jones,198579,201852,2018
486,Jimmer Fredette,198579,201852,2018
487,Dairis Bertans,194220,197421,2018
488,Walter Lemon Jr,176250,179154,2018
489,Demetrius Jackson,170107,172910,2018
490,BJ Johnson,142111,144452,2018
491,Chris Chiozza,137374,139638,2018
492,Johnathan Williams,127250,129347,2018
493,Cam Reynolds,108953,110749,2018
494,Donatas Motiejunas,99289,100925,2018
495,Emanuel Terry,94740,96300,2018
496,Justin Bibbs,92159,93678,2018
497,JaKarr Sampson,85457,86865,2018
498,Gary Payton II,85457,86865,2018
499,Alex Poythress,77250,78523,2018
500,PJ Dozier,77250,78523,2018
501,RJ Hunter,77250,78523,2018
502,Theo Pinson,77250,78523,2018
503,Alan Williams,77250,78523,2018
504,JP Macura,77250,78523,2018
505,Joe Chealey,77250,78523,2018
506,Rawle Alkins,77250,78523,2018
507,Tyler Ulis,77250,78523,2018
508,Brandon Sampson,77250,78523,2018
509,John Holland,77250,78523,2018
510,Billy Preston,77250,78523,2018
511,Jaron Blossomgame,77250,78523,2018
512,Jalen Jones,77250,78523,2018
513,Deng Adel,77250,78523,2018
514,Kostas Antetokounmpo,77250,78523,2018
515,Daryl Macon,77250,78523,2018
516,Thomas Welsh,77250,78523,2018
517,DeVaughn Akoon-Purcell,77250,78523,2018
518,Archie Goodwin,77250,78523,2018
519,Keenan Evans,77250,78523,2018
520,Zach Lofton,77250,78523,2018
521,Damion Lee,77250,78523,2018
522,Marcus Derrickson,77250,78523,2018
523,Vincent Edwards,77250,78523,2018
524,Trevon Duval,77250,78523,2018
525,Angel Delgado,77250,78523,2018
526,Johnathan Motley,77250,78523,2018
527,Alex Caruso,77250,78523,2018
528,Yuta Watanabe,77250,78523,2018
529,DJ Stephens,77250,78523,2018
530,Jarnell Stokes,77250,78523,2018
531,Julian Washburn,77250,78523,2018
532,Duncan Robinson,77250,78523,2018
533,Jaylen Morris,77250,78523,2018
534,Bonzie Colson,77250,78523,2018
535,Jared Terrell,77250,78523,2018
536,CJ Williams,77250,78523,2018
537,Trevon Bluiett,77250,78523,2018
538,Isaiah Hicks,77250,78523,2018
539,Kadeem Allen,77250,78523,2018
540,Tyler Davis,77250,78523,2018
541,Donte Grantham,77250,78523,2018
542,Troy Caupain,77250,78523,2018
543,Amile Jefferson,77250,78523,2018
544,Shake Milton,77250,78523,2018
545,Haywood Highsmith,77250,78523,2018
546,George King,77250,78523,2018
547,Troy Williams,77250,78523,2018
548,Drew Eubanks,77250,78523,2018
549,Jordan Loyd,77250,78523,2018
550,Naz Long,77250,78523,2018
551,Tyler Cavanaugh,77250,78523,2018
552,Devin Robinson,77250,78523,2018
553,Jordan McRae,77250,78523,2018
554,Jonathan Gibson,76236,77492,2018
555,Kobi Simmons,76236,77492,2018
556,Andre Ingram,76236,77492,2018
557,Scott Machado,76236,77492,2018
558,Charles Cooke,76236,77492,2018
559,Scotty Hopson,76236,77492,2018
560,Wenyen Gabriel,75000,76236,2018
561,Billy Garrett,67370,68480,2018
562,Brandon Goodwin,56845,57782,2018
563,Mitch Creek,56845,57782,2018
564,Jemerrio Jones,52170,53030,2018
565,Jordan Sibert,47370,48150,2018
566,Isaac Humphries,47370,48150,2018
567,Mitchell Creek,47370,48150,2018
568,Tahjere McCall,47370,48150,2018
569,Michael Frazier,47370,48150,2018
570,Stephan Hicks,47370,48150,2018
571,Dusty Hannahs,47370,48150,2018
572,Kendrick Nunn,47370,48150,2018
573,Richard Solomon,47370,48150,2018
574,Cody Demps,47370,48150,2018
575,Tarik Phillip,47370,48150,2018
